year,numCandidates,africanAmerican,female,hs_pct,incomeQuartile,poverty,unemp,voter_turnout
2002,3,0,0,0.242246553,second,0.389999986,0.159999996,55.48229965
2006,1,0,0,0.242246553,second,0.389999986,0.159999996,40.37600503
1990,3,0,0,0.245772272,fourth,0.159999996,0.039999999,82.74975439
1998,2,0,0,0.245772272,fourth,0.159999996,0.039999999,61.23397952
2002,3,0,1,0.245772272,fourth,0.159999996,0.039999999,46.56804803
2010,2,1,0,0.245772272,fourth,0.159999996,0.039999999,27.30944526
1988,2,0,0,0.41438356,fourth,0.129999995,0.07,80.16789902
2004,2,0,0,0.41438356,fourth,0.129999995,0.07,60.49188274
2008,2,0,0,0.41438356,fourth,0.129999995,0.07,54.27263738
1990,4,0,0,0.321507752,third,0.25999999,0.090000004,75.397995
1994,2,0,0,0.321507752,third,0.25999999,0.090000004,67.9316864
1998,2,0,0,0.321507752,third,0.25999999,0.090000004,58.80551147
2010,2,0,0,0.321507752,third,0.25999999,0.090000004,35.34609604
1990,4,0,0,0.24409245,third,0.289999992,0.109999999,57.09790627
1994,1,0,0,0.24409245,third,0.289999992,0.109999999,43.45945092
1998,2,1,1,0.24409245,third,0.289999992,0.109999999,29.62428207
2002,4,1,1,0.24409245,third,0.289999992,0.109999999,42.19839552
2006,6,1,1,0.24409245,third,0.289999992,0.109999999,41.9672509
2010,3,1,1,0.24409245,third,0.289999992,0.109999999,37.97272728
1992,5,1,1,0.272577465,second,0.430000007,0.090000004,72.86799385
2000,3,1,1,0.272577465,second,0.430000007,0.090000004,22.88971168
2004,6,1,1,0.272577465,second,0.430000007,0.090000004,59.95564674
2008,2,0,0,0.272577465,second,0.430000007,0.090000004,53.88504161
1988,2,0,0,0.368243247,fourth,0.159999996,0.090000004,68.95161438
1992,2,0,0,0.368243247,fourth,0.159999996,0.090000004,65.40642548
2000,4,0,1,0.368243247,fourth,0.159999996,0.090000004,60.12269974
1990,2,0,0,0.267599285,second,0.370000005,0.159999996,77.125194
1994,2,0,1,0.267599285,second,0.370000005,0.159999996,74.00588076
1998,2,0,1,0.267599285,second,0.370000005,0.159999996,65.11318528
2002,2,0,1,0.267599285,second,0.370000005,0.159999996,65.13090253
2006,2,0,1,0.267599285,second,0.370000005,0.159999996,54.43546425
2010,2,0,0,0.267599285,second,0.370000005,0.159999996,50.81019794
1990,2,0,0,0.222924188,third,0.25999999,0.07,62.36468867
1994,2,0,0,0.222924188,third,0.25999999,0.07,53.4698835
1998,2,0,1,0.222924188,third,0.25999999,0.07,71.72051209
2006,2,0,1,0.222924188,third,0.25999999,0.07,71.72051209
1994,2,0,1,0.200000003,second,0.119999997,0.039999999,69.89280918
1994,2,0,1,0.363184094,third,0.209999993,0.090000004,80.06864415
1998,2,0,1,0.363184094,third,0.209999993,0.090000004,71.41862028
2000,2,0,0,0.363184094,third,0.209999993,0.090000004,59.54171238
2008,2,1,0,0.353658527,first,0.49000001,0.189999998,36.49325037
1992,4,0,1,0.359543234,fourth,0.150000006,0.100000001,44.17805515
1996,2,0,0,0.359543234,fourth,0.150000006,0.100000001,6.536281938
2001,5,1,0,0.359543234,fourth,0.150000006,0.100000001,38.12036174
2004,3,1,0,0.359543234,fourth,0.150000006,0.100000001,37.25753826
1990,2,1,0,0.345294505,third,0.280000001,0.129999995,72.38018252
1998,2,1,0,0.345294505,third,0.280000001,0.129999995,72.92499693
1990,2,0,0,0.349762201,fourth,0.119999997,0.100000001,68.03359985
1994,3,0,0,0.349762201,fourth,0.119999997,0.100000001,63.49089813
1998,2,0,0,0.349762201,fourth,0.119999997,0.100000001,49.63566208
2010,3,0,1,0.349762201,fourth,0.119999997,0.100000001,43.4515686
2011,3,0,0,0.349762201,fourth,0.119999997,0.100000001,51.32472992
1990,4,1,0,0.246923715,first,0.439999998,0.200000003,82.30409925
1994,3,1,1,0.246923715,first,0.439999998,0.200000003,63.84785279
1998,5,0,1,0.246923715,first,0.439999998,0.200000003,57.47383253
2001,2,0,1,0.246923715,first,0.439999998,0.200000003,45.43403841
2002,2,0,1,0.246923715,first,0.439999998,0.200000003,56.62887877
2006,2,0,1,0.246923715,first,0.439999998,0.200000003,39.95629651
2010,2,1,1,0.246923715,first,0.439999998,0.200000003,37.32726436
1993,2,0,0,0.308080822,third,0.140000001,0.059999999,24.14292543
1998,2,0,1,0.308080822,third,0.140000001,0.059999999,41.86364052
2002,1,0,1,0.308080822,third,0.140000001,0.059999999,16.80246252
2010,3,0,1,0.308080822,third,0.140000001,0.059999999,31.20856029
1993,2,1,0,0.251106441,second,0.400000006,0.170000002,32.03927139
2001,4,1,1,0.251106441,second,0.400000006,0.170000002,45.883546
2005,2,1,0,0.251106441,second,0.400000006,0.170000002,19.15295176
2009,3,1,1,0.251106441,second,0.400000006,0.170000002,19.63228709
1988,7,0,0,0.196823478,fourth,0.25999999,0.090000004,51.05639275
1992,3,1,0,0.196823478,fourth,0.25999999,0.090000004,48.3022974
1996,2,1,0,0.196823478,fourth,0.25999999,0.090000004,53.17812193
2000,6,1,1,0.196823478,fourth,0.25999999,0.090000004,45.76584711
2004,7,1,1,0.196823478,fourth,0.25999999,0.090000004,46.07658475
2008,3,1,0,0.196823478,fourth,0.25999999,0.090000004,40.66254937
2010,2,0,1,0.260416657,third,0.150000006,0.07,78.0406709
1988,2,0,0,0.302739739,fourth,0.25999999,0.100000001,65.48973507
1992,3,1,1,0.302739739,fourth,0.25999999,0.100000001,59.70367577
1996,2,0,0,0.302739739,fourth,0.25999999,0.100000001,61.12831472
2000,2,0,1,0.302739739,fourth,0.25999999,0.100000001,38.94290784
2004,2,0,0,0.302739739,fourth,0.25999999,0.100000001,49.98307491
2008,2,0,0,0.302739739,fourth,0.25999999,0.100000001,47.70216801
1998,3,1,0,0.321126759,second,0.370000005,0.140000001,57.24008941
2002,3,1,0,0.321126759,second,0.370000005,0.140000001,51.65419692
2006,3,1,0,0.321126759,second,0.370000005,0.140000001,47.28338807
2010,4,1,0,0.321126759,second,0.370000005,0.140000001,42.02955146
2006,2,1,0,0.48241207,third,0.159999996,0.100000001,76.93967687
1990,2,0,0,0.385428905,fourth,0.100000001,0.07,72.11305907
1994,2,0,0,0.385428905,fourth,0.100000001,0.07,66.15943717
1990,2,0,0,0.316499621,second,0.370000005,0.150000006,63.08881876
1994,2,0,1,0.316499621,second,0.370000005,0.150000006,59.83752194
1998,2,0,0,0.316499621,second,0.370000005,0.150000006,50.49340162
2006,4,1,1,0.316499621,second,0.370000005,0.150000006,40.55462842
2010,3,0,0,0.316499621,second,0.370000005,0.150000006,33.73669291
1990,2,0,0,0.273809522,second,0.400000006,0.159999996,65.09154129
1994,2,0,1,0.273809522,second,0.400000006,0.159999996,69.16608634
2002,2,1,0,0.273809522,second,0.400000006,0.159999996,63.75821072
2006,3,1,0,0.273809522,second,0.400000006,0.159999996,18.95013286
1993,2,0,1,0.277404875,fourth,0.159999996,0.07,27.1563799
1997,4,0,0,0.277404875,fourth,0.159999996,0.07,30.49856574
2001,3,0,0,0.277404875,fourth,0.159999996,0.07,30.66487084
2005,2,0,1,0.277404875,fourth,0.159999996,0.07,13.59187393
1994,2,1,0,0.321637422,first,0.439999998,0.059999999,63.62492398
1998,2,1,0,0.321637422,first,0.439999998,0.059999999,55.7271109
2002,2,1,0,0.321637422,first,0.439999998,0.059999999,61.38818378
2006,3,1,0,0.321637422,first,0.439999998,0.059999999,38.32709694
2007,3,1,1,0.321637422,first,0.439999998,0.059999999,52.45982069
2010,3,1,0,0.321637422,first,0.439999998,0.059999999,39.81312097
1994,2,1,0,0.227262259,third,0.340000004,0.109999999,69.28234138
1998,3,0,1,0.227262259,third,0.340000004,0.109999999,65.86213623
1990,4,0,0,0.29765591,third,0.170000002,0.07,72.50799112
1994,4,0,1,0.29765591,third,0.170000002,0.07,65.37052225
2002,3,0,0,0.29765591,third,0.170000002,0.07,32.68245319
2006,2,0,0,0.29765591,third,0.170000002,0.07,25.62511008
2010,2,0,0,0.29765591,third,0.170000002,0.07,27.63031187
1988,2,0,0,0.375284314,fourth,0.090000004,0.07,63.46125891
1992,2,0,0,0.375284314,fourth,0.090000004,0.07,82.12488765
1996,2,0,0,0.375284314,fourth,0.090000004,0.07,75.72674354
2000,3,0,0,0.375284314,fourth,0.090000004,0.07,75.14135397
2008,2,1,0,0.375284314,fourth,0.090000004,0.07,53.33419157
1994,4,0,0,0.275221229,first,0.460000008,0.159999996,72.35920906
1999,3,1,0,0.275221229,first,0.460000008,0.159999996,62.12297249
2002,3,1,0,0.275221229,first,0.460000008,0.159999996,56.43044949
2010,4,0,0,0.275221229,first,0.460000008,0.159999996,48.18769455
1990,3,1,0,0.278863221,first,0.460000008,0.129999995,72.345005
1994,4,1,1,0.278863221,first,0.460000008,0.129999995,60.67268566
1998,2,1,1,0.278863221,first,0.460000008,0.129999995,47.02689443
2002,2,1,1,0.278863221,first,0.460000008,0.129999995,54.32717399
2006,2,1,1,0.278863221,first,0.460000008,0.129999995,36.84501147
2010,2,1,1,0.278863221,first,0.460000008,0.129999995,30.86638937
1998,2,0,1,0.291082442,third,0.340000004,0.129999995,39.23570597
2002,2,1,0,0.291082442,third,0.340000004,0.129999995,21.66096312
2006,2,0,0,0.291082442,third,0.340000004,0.129999995,25.86691595
1991,2,0,0,0.439024389,second,0.159999996,0.100000001,80.88226139
2002,2,0,0,0.439024389,second,0.159999996,0.100000001,51.7554404
2006,2,0,1,0.439024389,second,0.159999996,0.100000001,45.1208984
1988,3,0,0,0.318181813,first,0.319999993,0.109999999,74.39405796
2000,3,0,1,0.318181813,first,0.319999993,0.109999999,60.0409378
2008,2,0,1,0.318181813,first,0.319999993,0.109999999,54.11284628
1992,2,1,1,0.171428576,first,0.479999989,0.189999998,74.25166437
1997,2,1,1,0.171428576,first,0.479999989,0.189999998,70.2066355
2001,2,1,0,0.171428576,first,0.479999989,0.189999998,55.98719742
2005,2,1,0,0.171428576,first,0.479999989,0.189999998,56.33799758
1990,2,0,0,0.395466,fourth,0.119999997,0.059999999,82.54829179
2002,2,0,0,0.395466,fourth,0.119999997,0.059999999,52.55074341
2006,3,0,0,0.395466,fourth,0.119999997,0.059999999,65.30812314
1990,2,0,0,0.269181997,first,0.379999995,0.109999999,71.49890433
1994,3,0,1,0.269181997,first,0.379999995,0.109999999,70.23889925
1998,2,0,0,0.269181997,first,0.379999995,0.109999999,47.49596778
2006,2,0,0,0.269181997,first,0.379999995,0.109999999,55.48113581
2010,2,0,0,0.269181997,first,0.379999995,0.109999999,46.35712508
1992,2,1,1,0.269005835,first,0.569999993,0.140000001,55.23989781
1996,2,1,0,0.269005835,first,0.569999993,0.140000001,69.08044005
2000,2,1,0,0.269005835,first,0.569999993,0.140000001,66.02770855
2004,2,1,0,0.269005835,first,0.569999993,0.140000001,56.99810316
2008,2,1,0,0.269005835,first,0.569999993,0.140000001,56.04867075
1990,4,0,0,0.368191719,first,0.379999995,0.129999995,78.34664407
1994,3,0,1,0.368191719,first,0.379999995,0.129999995,66.57967758
2002,3,0,1,0.368191719,first,0.379999995,0.129999995,71.24414518
2004,2,0,1,0.368191719,first,0.379999995,0.129999995,41.03314665
1992,3,1,0,0.246006384,first,0.579999983,0.289999992,68.16783162
1988,2,0,0,0.285941213,third,0.360000014,0.119999997,58.15926938
1992,2,0,0,0.285941213,third,0.360000014,0.119999997,58.23606988
1996,2,0,0,0.285941213,third,0.360000014,0.119999997,66.09490005
2000,3,1,0,0.285941213,third,0.360000014,0.119999997,47.86024103
2004,3,1,0,0.285941213,third,0.360000014,0.119999997,55.69032254
2008,2,1,0,0.285941213,third,0.360000014,0.119999997,65.66390977
1994,2,0,1,0.2917023,first,0.449999988,0.180000007,42.29732686
2002,4,0,1,0.2917023,first,0.449999988,0.180000007,53.93256637
2006,2,1,0,0.2917023,first,0.449999988,0.180000007,40.1251866
1990,2,0,0,0.273109257,first,0.49000001,0.159999996,69.86095844
1998,2,0,0,0.273109257,first,0.49000001,0.159999996,54.41720889
2006,2,0,0,0.273109257,first,0.49000001,0.159999996,33.22105925
2005,3,0,0,0.148788929,second,0.230000004,0.119999997,28.19327888
1992,2,0,0,0.389090896,third,0.340000004,0.129999995,78.85905788
2000,2,0,1,0.389090896,third,0.340000004,0.129999995,55.90636536
1988,2,0,0,0.221424907,first,0.469999999,0.180000007,71.08058101
1992,2,0,0,0.221424907,first,0.469999999,0.180000007,65.55795909
2000,3,0,0,0.221424907,first,0.469999999,0.180000007,62.60800763
2004,2,0,0,0.221424907,first,0.469999999,0.180000007,53.71918408
2008,2,0,0,0.221424907,first,0.469999999,0.180000007,56.34755656
1992,3,0,0,0.316793889,second,0.340000004,0.150000006,68.49358097
2000,2,0,0,0.316793889,second,0.340000004,0.150000006,58.99907504
2004,2,0,0,0.316793889,second,0.340000004,0.150000006,58.08834454
2008,3,1,1,0.316793889,second,0.340000004,0.150000006,43.13677241
1988,3,0,0,0.273743004,second,0.419999987,0.079999998,52.7413921
1992,3,1,0,0.273743004,second,0.419999987,0.079999998,72.64851644
1994,2,1,1,0.273743004,second,0.419999987,0.079999998,75.59890385
1996,3,0,1,0.273743004,second,0.419999987,0.079999998,61.41806083
2000,3,0,0,0.273743004,second,0.419999987,0.079999998,56.43026083
2004,4,1,0,0.273743004,second,0.419999987,0.079999998,57.75381172
2008,3,1,1,0.273743004,second,0.419999987,0.079999998,59.02139654
1991,5,0,1,0.210919976,fourth,0.219999999,0.090000004,58.71398155
1995,3,0,0,0.210919976,fourth,0.219999999,0.090000004,51.5610056
1999,2,0,0,0.210919976,fourth,0.219999999,0.090000004,51.35611759
2003,5,0,1,0.210919976,fourth,0.219999999,0.090000004,53.14549525
2011,3,0,1,0.210919976,fourth,0.219999999,0.090000004,50.39454209
1994,2,1,0,0.248866454,second,0.349999994,0.109999999,63.47096029
1997,4,1,1,0.248866454,second,0.349999994,0.109999999,44.94274944
2002,2,0,1,0.248866454,second,0.349999994,0.109999999,44.82681202
2006,3,1,1,0.248866454,second,0.349999994,0.109999999,46.01143656
2010,2,0,0,0.248866454,second,0.349999994,0.109999999,38.29505603
1988,3,1,1,0.227915198,first,0.430000007,0.200000003,75.74132528
1992,3,1,0,0.227915198,first,0.430000007,0.200000003,74.60492816
2000,2,1,1,0.227915198,first,0.430000007,0.200000003,47.99337329
2004,2,1,1,0.227915198,first,0.430000007,0.200000003,41.04409526
2008,2,1,0,0.227915198,first,0.430000007,0.200000003,31.0637386
1988,3,0,0,0.325931221,third,0.239999995,0.079999998,68.09588187
1992,5,0,0,0.325931221,third,0.239999995,0.079999998,80.27288098
1996,2,0,0,0.325931221,third,0.239999995,0.079999998,67.98052489
2000,2,0,0,0.325931221,third,0.239999995,0.079999998,63.00265626
2008,2,1,0,0.325931221,third,0.239999995,0.079999998,50.79345314
2002,3,1,1,0.196779966,third,0.310000002,0.090000004,50.46391156
2002,2,1,0,0.196779966,third,0.310000002,0.090000004,50.40570355
2006,3,1,0,0.196779966,third,0.310000002,0.090000004,46.31887143
2010,2,1,0,0.196779966,third,0.310000002,0.090000004,40.65001702
1988,3,0,0,0.25,first,0.330000013,0.079999998,67.23383446
1992,2,0,1,0.25,first,0.330000013,0.079999998,57.68004552
2000,2,0,0,0.25,first,0.330000013,0.079999998,43.66750272
1990,2,0,0,0.295126975,fourth,0.150000006,0.079999998,74.68446649
1994,2,0,0,0.295126975,fourth,0.150000006,0.079999998,62.73897582
2002,3,0,0,0.295126975,fourth,0.150000006,0.079999998,37.29179012
2006,2,0,0,0.295126975,fourth,0.150000006,0.079999998,35.45276594
1990,3,0,0,0.400324821,second,0.319999993,0.129999995,80.75968324
2002,2,0,0,0.400324821,second,0.319999993,0.129999995,50.88753438
2005,2,0,0,0.400324821,second,0.319999993,0.129999995,35.55174211
2006,2,0,0,0.400324821,second,0.319999993,0.129999995,33.72552243
2002,2,0,0,0.291325927,fourth,0.209999993,0.100000001,2.247722804
2006,5,1,1,0.291325927,fourth,0.209999993,0.100000001,45.6091971
1988,3,0,0,0.28515625,third,0.150000006,0.150000006,61.52407611
1992,2,0,1,0.28515625,third,0.150000006,0.150000006,73.63526523
2004,2,0,1,0.28515625,third,0.150000006,0.150000006,38.20727529
2008,2,0,1,0.28515625,third,0.150000006,0.150000006,27.08421022
2006,2,0,0,0.35864979,third,0.330000013,0.100000001,44.96541033
2010,2,0,0,0.35864979,third,0.330000013,0.100000001,50.43353309
1988,4,1,0,0.332135439,third,0.379999995,0.180000007,66.07012733
1992,5,1,1,0.332135439,third,0.379999995,0.180000007,62.98174549
1996,3,1,1,0.332135439,third,0.379999995,0.180000007,68.75489265
2000,3,1,0,0.332135439,third,0.379999995,0.180000007,56.65592555
2004,5,1,1,0.332135439,third,0.379999995,0.180000007,49.80157081
2008,3,1,0,0.332135439,third,0.379999995,0.180000007,56.96228032
1990,2,0,1,0.329489291,third,0.280000001,0.100000001,79.95923894
1994,2,0,1,0.329489291,third,0.280000001,0.100000001,63.55692297
2003,2,0,1,0.329489291,third,0.280000001,0.100000001,55.47629375
1994,4,0,1,0.295454532,third,0.330000013,0.119999997,65.59686445
1998,2,0,1,0.295454532,third,0.330000013,0.119999997,54.17752867
2010,4,1,1,0.295454532,third,0.330000013,0.119999997,43.06265185
1992,2,0,0,0.505952358,fourth,0.129999995,0.109999999,85.31114148
2004,2,0,0,0.505952358,fourth,0.129999995,0.109999999,81.29597905
1990,2,0,1,0.264150947,first,0.409999996,0.200000003,80.05991991
1994,2,0,1,0.264150947,first,0.409999996,0.200000003,72.72983206
1998,3,0,0,0.264150947,first,0.409999996,0.200000003,66.73147932
2007,2,0,1,0.264150947,first,0.409999996,0.200000003,53.90820717
2010,6,0,1,0.264150947,first,0.409999996,0.200000003,51.8923866
2006,3,1,0,0.258555144,first,0.400000006,0.189999998,36.67841324
2010,2,1,0,0.258555144,first,0.400000006,0.189999998,33.63628766
1990,2,0,0,0.346289754,fourth,0.219999999,0.059999999,78.43910342
1997,2,0,0,0.346289754,fourth,0.219999999,0.059999999,70.45177113
2010,2,0,0,0.346289754,fourth,0.219999999,0.059999999,35.58342444
1990,3,0,1,0.310886651,second,0.370000005,0.100000001,75.93649706
1994,4,0,1,0.310886651,second,0.370000005,0.100000001,69.92309947
1998,3,0,1,0.310886651,second,0.370000005,0.100000001,38.33918887
2002,2,0,1,0.310886651,second,0.370000005,0.100000001,62.84036175
2003,3,0,1,0.310886651,second,0.370000005,0.100000001,60.70089086
1990,2,0,0,0.30252102,second,0.360000014,0.189999998,74.43209007
1994,3,0,0,0.30252102,second,0.360000014,0.189999998,73.4621702
1998,2,0,0,0.30252102,second,0.360000014,0.189999998,57.86122864
2000,3,0,1,0.30252102,second,0.360000014,0.189999998,48.41821507
2002,2,0,1,0.30252102,second,0.360000014,0.189999998,54.51846253
2006,2,0,1,0.30252102,second,0.360000014,0.189999998,37.24682948
1990,1,0,0,0.282021821,third,0.280000001,0.07,83.83750672
1994,2,0,0,0.282021821,third,0.280000001,0.07,77.77623826
1998,2,0,0,0.282021821,third,0.280000001,0.07,71.43552168
1996,2,0,1,0.367647052,second,0.219999999,0.090000004,70.73170471
2004,2,0,1,0.367647052,second,0.219999999,0.090000004,78.40000153
2010,2,0,0,0.237218812,third,0.289999992,0.090000004,50.89545466
1990,3,0,0,0.258554637,second,0.379999995,0.140000001,79.09327876
1994,3,0,1,0.258554637,second,0.379999995,0.140000001,66.70201104
1996,3,0,0,0.258554637,second,0.379999995,0.140000001,62.09396444
2002,2,0,1,0.258554637,second,0.379999995,0.140000001,43.22385674
2006,2,0,1,0.258554637,second,0.379999995,0.140000001,49.10381476
2010,5,0,1,0.258554637,second,0.379999995,0.140000001,8.607261035
1998,2,0,0,0.24509804,third,0.389999986,0.219999999,60.24581242
1992,2,1,0,0.281263173,second,0.349999994,0.129999995,64.18647257
1996,2,1,0,0.281263173,second,0.349999994,0.129999995,62.97780221
2000,3,1,1,0.281263173,second,0.349999994,0.129999995,41.25548515
2004,3,1,1,0.281263173,second,0.349999994,0.129999995,35.40173485
2008,5,1,1,0.281263173,second,0.349999994,0.129999995,44.49137838
1988,3,1,1,0.360215068,third,0.239999995,0.140000001,46.94117703
2000,2,1,0,0.360215068,third,0.239999995,0.140000001,51.89496398
1992,2,1,1,0.231312752,first,0.519999981,0.180000007,68.38988532
1996,2,1,1,0.231312752,first,0.519999981,0.180000007,74.87529941
2000,4,1,0,0.231312752,first,0.519999981,0.180000007,60.98069804
2004,6,1,0,0.231312752,first,0.519999981,0.180000007,64.02413373
2008,2,1,0,0.231312752,first,0.519999981,0.180000007,69.76809551
1992,2,0,0,0.316666663,third,0.109999999,0.150000006,51.69087066
1995,2,0,0,0.316666663,third,0.109999999,0.150000006,68.02938167
2008,2,1,1,0.316666663,third,0.109999999,0.150000006,53.22048766
1992,2,0,0,0.30626449,third,0.379999995,0.100000001,64.77047069
1992,2,0,0,0.30626449,third,0.379999995,0.100000001,70.90983935
1996,2,0,0,0.30626449,third,0.379999995,0.100000001,71.67177631
2004,3,0,1,0.30626449,third,0.379999995,0.100000001,62.42876394
1992,4,0,1,0.235465109,third,0.230000004,0.170000002,59.05965309
1998,3,1,0,0.235465109,third,0.230000004,0.170000002,48.96997034
2002,3,1,0,0.235465109,third,0.230000004,0.170000002,50.97788828
2010,2,1,0,0.235465109,third,0.230000004,0.170000002,42.30246632
1998,1,0,0,0.372937292,fourth,0.200000003,0.109999999,78.56523614
2002,2,0,0,0.372937292,fourth,0.200000003,0.109999999,73.20799612
1990,2,0,0,0.27241379,second,0.189999998,0.07,75.98908234
1994,2,0,1,0.27241379,second,0.189999998,0.07,75
1996,4,0,1,0.27241379,second,0.189999998,0.07,73.37883759
2006,2,0,1,0.27241379,second,0.189999998,0.07,63.77245331
2010,3,0,1,0.27241379,second,0.189999998,0.07,66.66666412
1994,2,0,0,0.311304361,third,0.319999993,0.129999995,58.85418498
1998,2,1,0,0.311304361,third,0.319999993,0.129999995,51.82556856
2004,4,1,0,0.311304361,third,0.319999993,0.129999995,46.56556728
2010,2,1,0,0.311304361,third,0.319999993,0.129999995,51.33982408
1988,2,0,0,0.287272722,second,0.389999986,0.119999997,59.12793747
1988,2,0,0,0.495559514,fourth,0.140000001,0.029999999,38.18915984
2000,3,0,0,0.495559514,fourth,0.140000001,0.029999999,45.5551498
2004,2,0,1,0.495559514,fourth,0.140000001,0.029999999,46.07845068
2000,2,0,0,0.508379877,third,0.330000013,0.02,52.09580994
1994,2,0,0,0.321184516,first,0.379999995,0.129999995,78.34737165
1997,3,1,0,0.321184516,first,0.379999995,0.129999995,50.62854708
2002,3,1,1,0.321184516,first,0.379999995,0.129999995,64.2305349
2006,2,1,0,0.321184516,first,0.379999995,0.129999995,62.35153542
2010,3,1,0,0.321184516,first,0.379999995,0.129999995,57.86916639
1990,1,0,1,0.230277181,first,0.449999988,0.129999995,66.14286662
1998,2,0,0,0.230277181,first,0.449999988,0.129999995,52.54120241
1990,2,0,1,0.283246964,first,0.360000014,0.140000001,82.10851686
1994,2,0,1,0.283246964,first,0.360000014,0.140000001,72.56295105
2002,2,0,0,0.283246964,first,0.360000014,0.140000001,57.97400769
2006,2,0,0,0.283246964,first,0.360000014,0.140000001,56.75115864
2010,2,0,0,0.283246964,first,0.360000014,0.140000001,58.84709055
1988,2,0,0,0.228628233,third,0.230000004,0.07,82.7036972
1992,2,0,0,0.228628233,third,0.230000004,0.07,73.88096619
1999,2,0,0,0.228628233,third,0.230000004,0.07,71.95431519
